人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,状態,状態の開始日,底本名,出版社名,作品名読み,原題,XHTML/HTMLファイルURL
1779,江戸川 乱歩,58699,悪霊物語,新字新仮名,,公開,2019-07-02,江戸川乱歩全集　第17巻　化人幻戯,光文社文庫、光文社,あくりょうものがたり,,https://www.aozora.gr.jp/cards/001779/files/58699_68471.html
1779,江戸川 乱歩,59399,「悪霊物語」自作解説,新字新仮名,,公開,2019-07-02,江戸川乱歩全集　第17巻　化人幻戯,光文社文庫、光文社,「あくりょうものがたり」じさくかいせつ,,https://www.aozora.gr.jp/cards/001779/files/59399_68517.html
1779,江戸川 乱歩,57531,偉大なる夢,新字新仮名,,公開,2021-10-28,江戸川乱歩全集　第14巻　新宝島,光文社文庫、光文社,いだいなるゆめ,,https://www.aozora.gr.jp/cards/001779/files/57531_74232.html
1779,江戸川 乱歩,57182,一枚の切符,新字新仮名,,公開,2016-10-31,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,いちまいのきっぷ,,https://www.aozora.gr.jp/cards/001779/files/57182_60051.html
1779,江戸川 乱歩,58053,一寸法師,新字新仮名,,公開,2017-10-28,江戸川乱歩全集　第2巻　パノラマ島綺譚,光文社文庫、光文社,いっすんぼうし,,https://www.aozora.gr.jp/cards/001779/files/58053_62875.html
1779,江戸川 乱歩,57503,陰獣,新字新仮名,,公開,2021-10-21,江戸川乱歩全集　第3巻　陰獣,光文社文庫、光文社,いんじゅう,,https://www.aozora.gr.jp/cards/001779/files/57503_74223.html
1779,江戸川 乱歩,56674,宇宙怪人,新字新仮名,,公開,2017-06-16,怪奇四十面相／宇宙怪人,江戸川乱歩推理文庫、講談社,うちゅうかいじん,,https://www.aozora.gr.jp/cards/001779/files/56674_61591.html
1779,江戸川 乱歩,58590,江川蘭子,新字新仮名,,公開,2019-07-02,江戸川乱歩全集　第7巻　黄金仮面,光文社文庫、光文社,えがわらんこ,,https://www.aozora.gr.jp/cards/001779/files/58590_68472.html
1779,江戸川 乱歩,57241,黄金仮面,新字新仮名,,公開,2021-07-28,江戸川乱歩全集　第7巻　黄金仮面,光文社文庫、光文社,おうごんかめん,,https://www.aozora.gr.jp/cards/001779/files/57241_73705.html
1779,江戸川 乱歩,56678,黄金豹,新字新仮名,,公開,2017-08-10,黄金豹／妖人ゴング,江戸川乱歩推理文庫、講談社,おうごんひょう,,https://www.aozora.gr.jp/cards/001779/files/56678_62114.html
1779,江戸川 乱歩,56645,押絵と旅する男,新字新仮名,,公開,2016-02-01,江戸川乱歩全集　第5巻　押絵と旅する男,光文社文庫、光文社,おしえとたびするおとこ,,https://www.aozora.gr.jp/cards/001779/files/56645_58203.html
1779,江戸川 乱歩,57504,お勢登場,新字新仮名,,公開,2017-09-01,江戸川乱歩全集　第3巻　陰獣,光文社文庫、光文社,おせいとうじょう,,https://www.aozora.gr.jp/cards/001779/files/57504_62544.html
1779,江戸川 乱歩,57183,恐ろしき錯誤,新字新仮名,,公開,2016-10-31,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,おそろしきさくご,,https://www.aozora.gr.jp/cards/001779/files/57183_60052.html
1779,江戸川 乱歩,57505,踊る一寸法師,新字新仮名,,公開,2017-04-29,江戸川乱歩全集　第3巻　陰獣,光文社文庫、光文社,おどるいっすんぼうし,,https://www.aozora.gr.jp/cards/001779/files/57505_61256.html
1779,江戸川 乱歩,57516,鬼,新字新仮名,,公開,2020-10-21,江戸川乱歩全集　第8巻　目羅博士の不思議な犯罪,光文社文庫、光文社,おに,,https://www.aozora.gr.jp/cards/001779/files/57516_71931.html
1779,江戸川 乱歩,56690,おれは二十面相だ,新字新仮名,,公開,2018-10-21,おれは二十面相だ／妖星人Ｒ,江戸川乱歩推理文庫、講談社,おれはにじゅうめんそうだ,,https://www.aozora.gr.jp/cards/001779/files/56690_66103.html
1779,江戸川 乱歩,56673,怪奇四十面相,新字新仮名,,公開,2016-05-13,怪奇四十面相／宇宙怪人,江戸川乱歩推理文庫、講談社,かいきよんじゅうめんそう,,https://www.aozora.gr.jp/cards/001779/files/56673_58827.html
1779,江戸川 乱歩,57225,怪人と少年探偵,新字新仮名,,公開,2016-06-30,江戸川乱歩全集　第23巻　怪人と少年探偵,光文社文庫、光文社,かいじんとしょうねんたんてい,,https://www.aozora.gr.jp/cards/001779/files/57225_58936.html
1779,江戸川 乱歩,57228,怪人二十面相,新字新仮名,,公開,2016-04-04,怪人二十面相／少年探偵団,江戸川乱歩推理文庫、講談社,かいじんにじゅうめんそう,,https://www.aozora.gr.jp/cards/001779/files/57228_58735.html
1779,江戸川 乱歩,57227,かいじん二十めんそう,新字新仮名,,公開,2016-05-31,江戸川乱歩全集　第21巻　ふしぎな人,光文社文庫、光文社,かいじんにじゅうめんそう,,https://www.aozora.gr.jp/cards/001779/files/57227_58852.html
1779,江戸川 乱歩,57226,かいじん二十めんそう,新字新仮名,,公開,2016-06-09,江戸川乱歩全集　第21巻　ふしぎな人,光文社文庫、光文社,かいじんにじゅうめんそう,,https://www.aozora.gr.jp/cards/001779/files/57226_58906.html
1779,江戸川 乱歩,56677,海底の魔術師,新字新仮名,,公開,2016-12-24,鉄塔の怪人／海底の魔術師,江戸川乱歩推理文庫、講談社,かいていのまじゅつし,,https://www.aozora.gr.jp/cards/001779/files/56677_60227.html
1779,江戸川 乱歩,57343,鏡地獄,新字新仮名,,公開,2016-10-10,江戸川乱歩傑作選,新潮文庫、新潮社,かがみじごく,,https://www.aozora.gr.jp/cards/001779/files/57343_60022.html
1779,江戸川 乱歩,58486,影男,新字新仮名,,公開,2019-07-28,影男,江戸川乱歩文庫、春陽堂書店,かげおとこ,,https://www.aozora.gr.jp/cards/001779/files/58486_68507.html
1779,江戸川 乱歩,57506,火星の運河,新字新仮名,,公開,2017-04-29,江戸川乱歩全集　第3巻　陰獣,光文社文庫、光文社,かせいのうんが,,https://www.aozora.gr.jp/cards/001779/files/57506_61255.html
1779,江戸川 乱歩,56688,仮面の恐怖王,新字新仮名,,公開,2018-01-15,仮面の恐怖王／電人Ｍ,江戸川乱歩推理文庫、講談社,かめんのきょうふおう,,https://www.aozora.gr.jp/cards/001779/files/56688_63544.html
1779,江戸川 乱歩,56683,奇面城の秘密,新字新仮名,,公開,2017-11-13,奇面城の秘密／夜光人間,江戸川乱歩推理文庫、講談社,きめんじょうのひみつ,,https://www.aozora.gr.jp/cards/001779/files/56683_63072.html
1779,江戸川 乱歩,56658,吸血鬼,新字新仮名,,公開,2017-10-21,江戸川乱歩全集　第6巻　魔術師,光文社文庫、光文社,きゅうけつき,,https://www.aozora.gr.jp/cards/001779/files/56658_62864.html
1779,江戸川 乱歩,57517,恐怖王,新字新仮名,,公開,2020-07-28,江戸川乱歩全集　第8巻　目羅博士の不思議な犯罪,光文社文庫、光文社,きょうふおう,,https://www.aozora.gr.jp/cards/001779/files/57517_71306.html
1779,江戸川 乱歩,57184,疑惑,新字新仮名,,公開,2017-12-22,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,ぎわく,,https://www.aozora.gr.jp/cards/001779/files/57184_63359.html
1779,江戸川 乱歩,57185,黒手組,新字新仮名,,公開,2016-11-10,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,くろてぐみ,,https://www.aozora.gr.jp/cards/001779/files/57185_60117.html
1779,江戸川 乱歩,57405,黒蜥蜴,新字新仮名,,公開,2016-10-21,黒蜥蜴,江戸川乱歩推理文庫、講談社,くろとかげ,,https://www.aozora.gr.jp/cards/001779/files/57405_60036.html
1779,江戸川 乱歩,57849,孤島の鬼,新字新仮名,,公開,2020-10-21,孤島の鬼　江戸川乱歩ベストセレクション⑦,角川ホラー文庫、角川書店,ことうのおに,,https://www.aozora.gr.jp/cards/001779/files/57849_71930.html
1779,江戸川 乱歩,58039,湖畔亭事件,新字新仮名,,公開,2017-06-03,江戸川乱歩全集　第2巻　パノラマ島綺譚,光文社文庫、光文社,こはんていじけん,,https://www.aozora.gr.jp/cards/001779/files/58039_61573.html
1779,江戸川 乱歩,56680,サーカスの怪人,新字新仮名,,公開,2017-10-13,魔法人形／サーカスの怪人,江戸川乱歩推理文庫、講談社,サーカスのかいじん,,https://www.aozora.gr.jp/cards/001779/files/56680_62855.html
1779,江戸川 乱歩,57519,地獄風景,新字新仮名,,公開,2021-08-29,江戸川乱歩全集　第8巻　目羅博士の不思議な犯罪,光文社文庫、光文社,じごくふうけい,,https://www.aozora.gr.jp/cards/001779/files/57519_73889.html
1779,江戸川 乱歩,56669,少年探偵団,新字新仮名,,公開,2016-04-23,怪人二十面相／少年探偵団,江戸川乱歩推理文庫、講談社,しょうねんたんていだん,,https://www.aozora.gr.jp/cards/001779/files/56669_58756.html
1779,江戸川 乱歩,57532,新宝島,新字新仮名,,公開,2021-09-10,江戸川乱歩全集　第14巻　新宝島,光文社文庫、光文社,しんたからじま,,https://www.aozora.gr.jp/cards/001779/files/57532_74052.html
1779,江戸川 乱歩,56646,心理試験,新字新仮名,,公開,2016-03-06,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,しんりしけん,,https://www.aozora.gr.jp/cards/001779/files/56646_58241.html
1779,江戸川 乱歩,56671,青銅の魔人,新字新仮名,,公開,2016-09-14,妖怪博士／青銅の魔人,江戸川乱歩推理文庫、講談社,せいどうのまじん,,https://www.aozora.gr.jp/cards/001779/files/56671_59636.html
1779,江戸川 乱歩,57186,接吻,新字新仮名,,公開,2016-12-08,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,せっぷん,,https://www.aozora.gr.jp/cards/001779/files/57186_60204.html
1779,江戸川 乱歩,57188,算盤が恋を語る話,新字新仮名,,公開,2016-07-28,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,そろばんがこいをかたるはなし,,https://www.aozora.gr.jp/cards/001779/files/57188_59493.html
1779,江戸川 乱歩,57106,大金塊,新字新仮名,,公開,2018-04-12,超人ニコラ／大金塊,江戸川乱歩推理文庫、講談社,だいきんかい,,https://www.aozora.gr.jp/cards/001779/files/57106_64350.html
1779,江戸川 乱歩,58462,断崖,新字新仮名,,公開,2019-03-16,江戸川乱歩全集　第15巻　三角館の恐怖,光文社文庫、光文社,だんがい,,https://www.aozora.gr.jp/cards/001779/files/58462_67337.html
1779,江戸川 乱歩,57502,探偵小説の「謎」,新字新仮名,,公開,2017-07-28,新版　探偵小説の「謎」,現代教養文庫、社会思想社,たんていしょうせつのなぞ,,https://www.aozora.gr.jp/cards/001779/files/57502_62061.html
1779,江戸川 乱歩,56686,探偵少年,新字新仮名,,公開,2018-08-12,おれは二十面相だ／妖星人Ｒ,江戸川乱歩推理文庫、講談社,たんていしょうねん,,https://www.aozora.gr.jp/cards/001779/files/56686_65473.html
1779,江戸川 乱歩,57533,智恵の一太郎,新字新仮名,,公開,2021-09-27,江戸川乱歩全集　第14巻　新宝島,光文社文庫、光文社,ちえのいちたろう,,https://www.aozora.gr.jp/cards/001779/files/57533_74073.html
1779,江戸川 乱歩,57107,超人ニコラ,新字新仮名,,公開,2018-03-16,超人ニコラ／大金塊,江戸川乱歩推理文庫、講談社,ちょうじんニコラ,,https://www.aozora.gr.jp/cards/001779/files/57107_64125.html
1779,江戸川 乱歩,58463,月と手袋,新字新仮名,,公開,2019-11-12,江戸川乱歩全集　第18巻　月と手袋,光文社文庫、光文社,つきとてぶくろ,,https://www.aozora.gr.jp/cards/001779/files/58463_69566.html
1779,江戸川 乱歩,58464,妻に失恋した男,新字新仮名,,公開,2018-06-01,江戸川乱歩全集　第21巻　ふしぎな人,光文社文庫、光文社,つまにしつれんしたおとこ,,https://www.aozora.gr.jp/cards/001779/files/58464_64920.html
1779,江戸川 乱歩,56650,Ｄ坂の殺人事件,新字新仮名,,公開,2016-02-21,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,ディーざかのさつじんじけん,,https://www.aozora.gr.jp/cards/001779/files/56650_58209.html
1779,江戸川 乱歩,57108,鉄人Ｑ,新字新仮名,,公開,2017-03-16,塔上の奇術師／鉄人Ｑ,江戸川乱歩推理文庫、講談社,てつじんキュー,,https://www.aozora.gr.jp/cards/001779/files/57108_60897.html
1779,江戸川 乱歩,56675,鉄塔の怪人,新字新仮名,,公開,2016-11-22,鉄塔の怪人／海底の魔術師,江戸川乱歩推理文庫、講談社,てっとうのかいじん,,https://www.aozora.gr.jp/cards/001779/files/56675_60137.html
1779,江戸川 乱歩,56687,天空の魔人,新字新仮名,,公開,2018-09-15,おれは二十面相だ／妖星人Ｒ,江戸川乱歩推理文庫、講談社,てんくうのまじん,,https://www.aozora.gr.jp/cards/001779/files/56687_65751.html
1779,江戸川 乱歩,56689,電人Ｍ,新字新仮名,,公開,2018-02-17,仮面の恐怖王／電人Ｍ,江戸川乱歩推理文庫、講談社,でんじんエム,,https://www.aozora.gr.jp/cards/001779/files/56689_63891.html
1779,江戸川 乱歩,57109,塔上の奇術師,新字新仮名,,公開,2017-02-15,塔上の奇術師／鉄人Ｑ,江戸川乱歩推理文庫、講談社,とうじょうのきじゅつし,,https://www.aozora.gr.jp/cards/001779/files/57109_60816.html
1779,江戸川 乱歩,57189,盗難,新字新仮名,,公開,2017-12-22,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,とうなん,,https://www.aozora.gr.jp/cards/001779/files/57189_63360.html
1779,江戸川 乱歩,57229,透明怪人,新字新仮名,,公開,2017-05-14,虎の牙／透明怪人,江戸川乱歩推理文庫、講談社,とうめいかいじん,,https://www.aozora.gr.jp/cards/001779/files/57229_61350.html
1779,江戸川 乱歩,57509,毒草,新字新仮名,,公開,2018-04-26,江戸川乱歩全集　第3巻　陰獣,光文社文庫、光文社,どくぐさ,,https://www.aozora.gr.jp/cards/001779/files/57509_64373.html
1779,江戸川 乱歩,56672,虎の牙,新字新仮名,,公開,2017-04-14,虎の牙／透明怪人,江戸川乱歩推理文庫、講談社,とらのきば,,https://www.aozora.gr.jp/cards/001779/files/56672_61232.html
1779,江戸川 乱歩,57243,何者,新字新仮名,,公開,2020-07-28,江戸川乱歩全集　第7巻　黄金仮面,光文社文庫、光文社,なにもの,,https://www.aozora.gr.jp/cards/001779/files/57243_71307.html
1779,江戸川 乱歩,56647,二銭銅貨,新字新仮名,,公開,2016-01-01,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,にせんどうか,,https://www.aozora.gr.jp/cards/001779/files/56647_58167.html
